simulation_number,day,avg_resources,total_thefts,agents_alive,count_PusilanimeAgent,count_ThiefAgent,count_TipForTapAgent,count_TipForTapSecureAgent,count_RandomAgent,count_ABRAgent,count_SearchAgent,count_ResentfulAgent,count_ExploteAgent,avg_resources_PusilanimeAgent,avg_resources_ThiefAgent,avg_resources_TipForTapAgent,avg_resources_TipForTapSecureAgent,avg_resources_RandomAgent,avg_resources_ABRAgent,avg_resources_SearchAgent,avg_resources_ResentfulAgent,avg_resources_ExploteAgent
4,450,6640.851590106007,13737,283,7,31,4,28,5,78,10,115,5,6873.714285714285,6391.903225806452,9207.25,8116.857142857143,9453.0,5953.2692307692305,8954.6,6371.426086956521,7023.0
4,540,10082.60946745562,16837,338,7,31,4,33,5,98,10,145,5,11368.42857142857,10937.225806451614,14175.5,11651.212121212122,14344.8,9213.479591836734,13443.4,9516.71724137931,11818.8
4,630,11050.596858638743,19836,382,7,31,4,37,5,114,10,169,5,13419.857142857143,12831.129032258064,16188.75,12679.378378378378,16380.8,10145.526315789473,15272.9,10265.514792899408,13927.4
4,720,13304.107551487414,22862,437,7,31,4,42,5,134,10,199,5,17317.428571428572,16376.225806451614,20107.0,14974.904761904761,20041.2,12377.91791044776,19062.1,12247.849246231155,17769.2
9,1,502.96,7,50,6,5,7,12,3,3,6,5,3,505.6666666666667,559.2,457.57142857142856,531.6666666666666,587.3333333333334,470.6666666666667,448.1666666666667,492.8,469.3333333333333
9,90,1400.3820224719102,1762,89,6,26,3,14,13,5,9,10,3,835.0,1324.8846153846155,1126.3333333333333,1536.7857142857142,1314.0,1800.6,1545.0,1761.2,893.6666666666666
9,180,1591.2867647058824,4619,136,5,22,3,20,15,20,10,38,3,742.8,878.2272727272727,1134.3333333333333,2093.75,1643.5333333333333,1643.3,1820.5,1834.3684210526317,890.6666666666666
9,270,3776.179775280899,6862,178,5,20,3,27,15,32,10,63,3,3194.4,2418.25,3750.0,4499.7037037037035,4033.266666666667,3644.84375,4004.4,3952.7619047619046,2959.6666666666665
9,360,5221.227467811159,9251,233,5,20,3,32,15,47,10,98,3,5465.6,3849.35,6206.333333333333,6471.9375,6477.8,4740.872340425532,6197.4,4989.142857142857,5204.0
9,450,7266.220216606498,11590,277,5,20,3,36,15,59,10,126,3,8221.6,5953.45,9339.666666666666,8892.5,9358.733333333334,6634.389830508475,8716.8,6838.0,7950.333333333333
9,540,8128.831325301205,13898,332,5,20,3,44,15,74,10,158,3,10422.4,7037.1,11443.333333333334,9472.068181818182,11269.133333333333,7392.351351351352,10613.3,7606.46835443038,10263.666666666666
9,630,10431.962765957447,16430,376,5,20,3,52,15,86,10,182,3,13926.8,9355.3,14821.0,11374.596153846154,14456.266666666666,9703.232558139534,13721.8,9892.45054945055,13590.0
9,720,12493.941995359628,18875,431,5,20,3,62,15,101,10,212,3,17763.6,12003.15,18566.0,12992.709677419354,17792.066666666666,11769.29702970297,17105.6,11870.254716981131,17210.666666666668
6,1,467.3,10,50,4,9,4,6,2,4,6,8,7,483.0,454.3333333333333,473.25,535.6666666666666,496.5,490.75,429.0,404.0,496.42857142857144
6,90,1267.9770114942528,1940,87,4,19,4,7,6,12,10,18,7,817.5,1122.7894736842106,778.25,1684.0,1248.1666666666667,1322.5833333333333,1408.9,1463.2222222222222,1003.2857142857143
6,180,3882.282608695652,3909,138,4,16,3,8,7,32,10,51,7,3420.5,3881.375,4181.333333333333,5290.5,4385.0,3651.0625,4584.3,3652.5882352941176,3635.5714285714284
6,270,5092.126373626374,5626,182,4,16,3,8,7,45,10,82,7,5455.0,5905.875,6502.666666666667,7811.75,6793.285714285715,4786.355555555556,6622.9,4403.5,5456.571428571428
6,360,5735.31223628692,7467,237,4,16,3,8,7,65,10,117,7,7179.0,7437.0625,8618.666666666666,9903.875,8780.285714285714,5153.015384615384,8242.2,4921.239316239316,7408.285714285715
6,450,8202.70462633452,9344,281,4,16,3,11,7,81,10,142,7,10656.5,10754.9375,12348.666666666666,10405.545454545454,12174.857142857143,7555.074074074074,11698.2,7372.387323943662,11100.285714285714
6,540,9696.922619047618,11167,336,4,16,3,16,7,101,10,172,7,13583.75,13597.125,15563.333333333334,9985.6875,15226.42857142857,9013.990099009901,14736.5,8810.18023255814,14300.285714285714
6,630,11807.560526315789,13027,380,4,16,3,20,7,117,10,196,7,16937.75,16702.0625,19232.0,11236.3,18571.85714285714,11226.333333333334,18101.1,10816.602040816326,17845.428571428572
6,720,12545.250574712643,14935,435,4,16,3,30,7,137,10,221,7,19466.75,19063.375,21787.0,9593.533333333333,20957.85714285714,12034.481751824818,20403.0,11669.022624434388,20403.285714285714
24,1,349.72,6,50,4,5,2,6,3,7,5,9,9,358.25,293.2,351.0,402.0,366.6666666666667,367.42857142857144,355.6,324.77777777777777,344.44444444444446
24,90,1781.3510638297873,1562,94,4,25,3,10,6,11,10,16,9,1040.0,1543.24,1663.3333333333333,1897.9,1977.8333333333333,2134.0,1954.5,2094.375,1371.2222222222222
24,180,4199.704697986577,4100,149,4,26,3,15,6,35,10,41,9,4080.5,3423.5384615384614,5254.333333333333,4923.933333333333,4946.666666666667,3831.3714285714286,5138.5,4360.463414634146,4095.3333333333335
24,270,7672.611398963731,6846,193,4,26,3,16,6,54,10,65,9,8389.0,7048.153846153846,9823.333333333334,9690.625,9496.666666666666,6884.685185185185,9821.6,7341.184615384615,8371.111111111111
24,360,8066.814516129032,9347,248,4,26,3,16,6,70,10,104,9,10312.75,8746.307692307691,12015.0,12069.9375,11670.166666666666,7463.328571428571,11952.6,6717.711538461538,10236.555555555555
24,450,9603.281786941581,11931,291,4,26,3,16,6,85,10,132,9,13089.25,11247.461538461539,15048.0,15247.75,14314.166666666666,8902.035294117648,14589.7,7982.75,13164.222222222223
24,540,11563.413294797689,14580,346,4,26,3,16,6,113,10,159,9,16850.0,14652.846153846154,18855.0,19226.75,18100.5,10103.283185840708,18070.8,10100.553459119497,16822.666666666668
24,630,13271.1,17284,390,4,26,3,19,6,137,10,176,9,19974.5,17841.53846153846,22029.666666666668,19227.052631578947,21340.166666666668,11409.627737226278,20978.6,12042.801136363636,20007.666666666668
24,720,14447.334831460674,19883,445,4,26,3,26,6,168,10,193,9,22920.75,21195.23076923077,25053.0,16714.76923076923,24359.666666666668,12183.535714285714,23975.9,13654.927461139896,23156.666666666668
5,1,549.4,12,50,3,10,4,3,5,2,8,9,6,568.3333333333334,539.4,607.75,561.3333333333334,576.0,509.5,514.125,569.1111111111111,520.3333333333334
5,90,1598.3617021276596,2057,94,3,25,4,3,11,8,12,22,6,563.3333333333334,1169.44,1111.5,2359.0,1626.2727272727273,2067.875,1862.1666666666667,2036.5,1036.0
5,180,2779.804054054054,4728,148,3,24,4,3,11,18,12,67,6,1634.3333333333333,1436.5833333333333,2746.5,5060.666666666667,3311.181818181818,3016.8888888888887,3658.25,2997.223880597015,1737.0
5,270,4728.275132275132,7132,189,3,21,4,3,11,26,12,103,6,3806.0,2363.095238095238,5667.25,8338.0,5308.272727272727,4686.923076923077,5668.333333333333,4979.78640776699,3954.8333333333335
5,360,5914.889344262295,9534,244,3,21,4,3,11,36,12,148,6,5805.333333333333,2776.1428571428573,7995.5,10957.333333333334,7079.454545454545,5631.694444444444,7412.333333333333,6064.3175675675675,5930.333333333333
5,450,7709.357638888889,11922,288,3,21,4,3,11,44,12,184,6,8384.666666666666,3730.8571428571427,10926.75,13999.666666666666,9323.09090909091,7253.954545454545,9622.833333333334,7834.347826086957,8727.5
5,540,9297.33527696793,14324,343,3,21,4,3,11,54,12,229,6,11355.0,4837.428571428572,14058.5,17362.0,11779.272727272728,8688.333333333334,12079.0,9312.694323144106,11453.0
5,630,10682.188630490957,16666,387,3,21,4,3,11,62,12,265,6,13896.333333333334,5450.761904761905,16679.5,20067.333333333332,13775.636363636364,10061.59677419355,13948.916666666666,10662.988679245283,13750.333333333334
5,720,12160.361990950227,19126,442,3,21,4,3,11,72,12,310,6,16682.333333333332,6696.666666666667,19688.0,23195.666666666668,16169.727272727272,11480.902777777777,16295.916666666666,12052.416129032257,16595.333333333332
18,1,454.12,11,50,4,8,5,6,6,5,9,5,2,379.75,447.875,435.0,456.0,438.3333333333333,484.2,452.3333333333333,492.2,555.0
18,90,2868.05376344086,1825,93,4,17,4,6,12,22,13,13,2,2193.75,2725.705882352941,2618.75,3369.3333333333335,2868.0833333333335,2884.3636363636365,3119.076923076923,2849.3076923076924,2732.0
18,180,3211.695652173913,3815,138,4,17,4,6,15,44,13,33,2,3135.0,2972.9411764705883,3371.75,5114.333333333333,3424.866666666667,3010.1136363636365,4185.0,2750.0,3494.0
18,270,4849.412087912088,5944,182,4,17,4,6,15,68,13,53,2,5123.5,5387.529411764706,5975.5,7771.833333333333,5914.8,4339.132352941177,6830.2307692307695,4059.6415094339623,6120.5
18,360,6609.7510548523205,8109,237,4,17,4,6,17,96,13,78,2,8175.0,8825.117647058823,9188.5,10978.333333333334,8210.176470588236,5932.041666666667,10102.692307692309,5424.25641025641,8842.0
18,450,10050.170818505338,10465,281,4,18,4,6,21,117,13,96,2,13138.0,13562.833333333334,14145.5,15847.5,11159.714285714286,9348.82905982906,15178.846153846154,8573.875,13582.0
18,540,11339.589285714286,13243,336,4,28,4,6,26,147,13,106,2,16289.0,11762.5,17140.5,19003.166666666668,12093.346153846154,10366.734693877552,18625.0,10560.056603773584,16593.5
18,630,12371.205804749341,17072,379,4,41,4,6,30,171,13,108,2,18570.75,10697.634146341463,19299.25,21596.833333333332,12966.3,11132.093567251462,21102.923076923078,12629.074074074075,19084.0
18,720,12972.317865429235,22468,431,4,59,4,6,34,197,17,108,2,20276.0,9661.627118644068,21138.75,23835.5,13643.529411764706,11678.928934010153,18098.58823529412,14800.444444444445,20804.0
17,1,494.24,12,50,5,7,3,5,8,7,6,6,3,532.8,474.14285714285717,449.0,478.8,455.875,483.57142857142856,485.0,582.3333333333334,517.3333333333334
17,90,1617.804347826087,1437,92,7,13,3,5,18,18,14,10,4,1178.2857142857142,1702.7692307692307,1110.3333333333333,1671.6,1622.6666666666667,1734.2777777777778,1560.142857142857,1867.7,1455.25
17,180,2592.041958041958,3359,143,7,12,3,5,21,45,15,31,4,2165.8571428571427,3199.4166666666665,2257.3333333333335,3240.0,2816.809523809524,2409.088888888889,2935.0666666666666,2316.967741935484,2680.5
17,270,4631.812834224599,5513,187,7,12,3,5,25,67,15,49,4,4782.142857142857,5954.25,4867.0,6050.6,5005.44,4248.985074626866,5840.0,4034.795918367347,5311.5
17,360,6107.694214876033,7755,242,7,17,3,5,29,100,15,62,4,7016.285714285715,7130.64705882353,7595.333333333333,8795.2,6875.9655172413795,5305.26,8526.066666666668,5667.112903225807,7946.0
17,450,7909.185314685315,10611,286,7,24,3,5,37,127,15,64,4,9549.0,8024.083333333333,10418.666666666666,11514.8,8229.513513513513,6837.283464566929,11599.933333333332,8199.5,10545.5
17,540,9780.721407624633,14833,341,7,41,3,5,47,155,15,64,4,12519.857142857143,7858.292682926829,13820.666666666666,14822.8,9569.255319148937,8713.23870967742,14837.8,11459.625,13382.75
17,630,11472.744791666666,20534,384,7,54,3,5,55,176,16,64,4,14758.142857142857,8785.685185185184,16320.0,17302.2,10921.290909090909,10432.0,16838.75,14426.21875,15732.0
17,720,12457.341685649202,27339,439,7,70,3,5,60,209,17,64,4,16489.14285714286,9155.385714285714,18219.666666666668,19860.0,12415.8,11170.483253588516,18235.0,17176.09375,17417.25
15,1,508.4,8,50,4,5,11,3,7,9,3,5,3,558.25,513.8,517.5454545454545,540.6666666666666,554.4285714285714,456.22222222222223,500.6666666666667,438.2,541.0
15,90,2694.8817204301076,1573,93,6,18,12,4,18,19,7,6,3,2613.1666666666665,2410.777777777778,3017.6666666666665,3424.5,2536.3888888888887,2510.842105263158,2453.4285714285716,3581.1666666666665,3206.3333333333335
15,180,3874.1216216216217,3903,148,6,19,12,4,19,51,9,25,3,4505.5,4155.684210526316,5061.0,5964.75,4664.263157894737,3241.725490196078,4421.888888888889,2967.48,4951.666666666667
15,270,5795.677083333333,6373,192,6,20,12,4,19,76,9,43,3,7103.666666666667,7239.25,7946.666666666667,9126.0,7541.8421052631575,4895.210526315789,7629.111111111111,4362.186046511628,7310.666666666667
15,360,8277.417004048582,8971,247,6,23,12,4,19,118,12,50,3,10833.5,10705.826086956522,11781.75,13202.0,11746.894736842105,6731.0,9391.083333333334,7509.28,11164.0
15,450,11398.092783505155,11962,291,6,29,12,4,19,152,16,50,3,15214.5,13650.551724137931,16155.666666666666,17854.25,16671.894736842107,9411.618421052632,11655.8125,11675.3,15605.666666666666
15,540,12637.810650887574,15897,338,6,47,12,4,19,174,23,50,3,17602.833333333332,12011.0,18808.333333333332,20569.25,19757.736842105263,10922.333333333334,11045.95652173913,14192.9,17961.333333333332
15,630,12889.761780104713,21981,382,6,77,12,4,19,187,24,50,3,18603.0,9340.51948051948,19846.083333333332,22035.25,21524.842105263157,11807.363636363636,12275.833333333334,15956.64,19118.666666666668
15,720,13336.55421686747,30873,415,6,99,12,4,19,198,24,50,3,19209.0,8688.494949494949,20593.0,23214.25,22857.947368421053,12649.212121212122,13569.916666666666,17904.04,19852.333333333332
1,1,553.08,8,50,3,6,6,9,3,2,7,9,5,518.0,613.1666666666666,573.0,574.6666666666666,553.0,613.0,509.14285714285717,548.0,486.0
1,90,1690.611111111111,1528,90,4,20,6,9,7,6,17,15,6,1561.75,1451.2,1674.6666666666667,2307.777777777778,1735.857142857143,1491.8333333333333,1543.3529411764705,2009.2,1431.5
1,180,3090.72027972028,4201,143,4,24,6,9,9,14,17,54,6,2776.5,2434.5416666666665,3632.3333333333335,4975.444444444444,3193.5555555555557,2897.5714285714284,3589.0,2950.8888888888887,2699.3333333333335
1,270,3786.0,6966,186,4,23,6,9,9,22,17,90,6,3103.25,2286.695652173913,4647.5,6624.333333333333,4099.666666666667,3490.7727272727275,4443.117647058823,3807.8,3292.6666666666665
1,360,4737.325,9695,240,4,22,6,9,9,32,17,135,6,4660.75,2578.2727272727275,6462.333333333333,8813.777777777777,5483.777777777777,4163.71875,5850.941176470588,4689.785185185186,4719.166666666667
1,450,6979.591549295775,12338,284,4,22,6,9,9,40,17,171,6,7570.0,3900.590909090909,9832.666666666666,12371.888888888889,8112.666666666667,6228.7,8263.882352941177,6937.783625730995,7793.166666666667
1,540,6862.982300884956,14727,339,4,22,6,9,9,50,17,216,6,8489.0,3387.8636363636365,10982.333333333334,13637.111111111111,8727.888888888889,5958.26,8864.529411764706,6707.037037037037,8925.5
1,630,7293.166666666667,17348,372,4,22,6,9,9,56,17,243,6,9458.75,2756.7272727272725,12258.833333333334,14902.444444444445,9434.888888888889,6359.017857142857,9432.058823529413,7186.164609053498,9883.0
1,720,9051.856807511736,19904,426,4,21,6,9,9,66,17,288,6,12267.0,3853.6190476190477,15178.166666666666,17897.222222222223,11757.0,8103.19696969697,11502.117647058823,8899.315972222223,12465.0
20,1,469.38,7,50,3,5,2,6,9,7,4,8,6,459.6666666666667,495.8,412.0,443.1666666666667,440.77777777777777,485.57142857142856,444.25,512.25,481.1666666666667
20,90,1660.5851063829787,1326,94,3,11,2,6,19,16,13,17,7,1669.6666666666667,1513.3636363636363,1677.5,2101.8333333333335,1569.7368421052631,1734.5625,1482.7692307692307,1884.6470588235295,1368.5714285714287
20,180,3786.496644295302,3181,149,3,11,2,6,20,35,18,47,7,4031.0,3522.818181818182,4775.0,5379.166666666667,4459.55,3564.1428571428573,3704.4444444444443,3444.574468085106,4144.0
20,270,5124.005208333333,5025,192,3,11,2,6,20,56,18,69,7,6252.0,5086.454545454545,7195.0,7894.666666666667,6555.7,4443.285714285715,5895.666666666667,4588.971014492754,6377.857142857143
20,360,5690.372469635628,6991,247,3,11,2,6,20,87,18,93,7,7755.0,6823.545454545455,8819.5,9921.833333333334,8347.5,4579.747126436781,7756.666666666667,5043.387096774193,7997.857142857143
20,450,8792.721649484536,9093,291,3,11,2,6,20,115,18,109,7,11895.0,11690.272727272728,13185.5,14443.0,12655.85,7389.95652173913,12013.388888888889,8035.587155963302,12327.57142857143
20,540,9736.973988439306,11145,346,3,11,2,8,20,151,18,126,7,14443.0,14769.363636363636,15662.5,12870.875,15205.1,8065.9668874172185,14815.944444444445,9011.769841269841,14953.714285714286
20,630,13120.865979381444,13485,388,3,15,2,15,20,182,19,125,7,19456.333333333332,16103.466666666667,20215.5,10590.466666666667,20209.45,11181.851648351649,19236.21052631579,13187.904,19775.0
20,720,15926.07223476298,16357,443,3,26,2,20,20,217,23,125,7,24360.666666666668,14071.807692307691,25044.0,12242.55,25470.1,13819.967741935483,20856.739130434784,17284.488,24680.14285714286
2,1,477.94,8,50,8,8,4,5,6,4,5,5,5,458.875,508.5,498.0,467.2,526.6666666666666,487.0,399.0,457.8,487.6
2,90,1884.483870967742,2117,93,8,27,5,5,14,9,10,10,5,1407.0,1700.111111111111,1619.0,2459.2,1779.357142857143,2214.4444444444443,2163.7,2424.6,1396.6
2,180,3776.081632653061,5209,147,8,26,5,5,15,29,19,35,5,3274.75,3303.3076923076924,4190.6,5930.4,4357.466666666666,3733.862068965517,3411.8947368421054,3916.4,3370.2
2,270,5179.666666666667,8522,189,8,26,5,5,15,45,20,60,5,4928.125,4559.576923076923,6545.8,8354.8,6499.6,4887.511111111111,5394.45,4970.7,4583.4
2,360,7880.688524590164,11787,244,8,26,5,5,15,65,20,95,5,8623.25,8023.038461538462,10669.6,12952.6,10486.266666666666,7163.6,9313.4,7116.0,8395.2
2,450,8094.342657342658,14938,286,8,26,5,5,15,79,20,123,5,9765.5,8697.73076923077,12013.4,14540.4,11673.333333333334,7282.455696202532,10647.95,7043.252032520325,9651.0
2,540,9331.431085043989,18217,341,8,26,5,5,15,99,20,158,5,12219.5,10907.23076923077,14777.6,17462.0,14028.066666666668,8360.444444444445,13083.4,8098.506329113924,12027.8
2,630,13248.033766233766,21497,385,8,26,5,5,15,115,20,186,5,17374.25,15853.923076923076,20005.8,22778.6,19185.333333333332,12180.895652173913,18094.85,11822.112903225807,17196.4
2,720,14452.665909090909,24540,440,8,26,5,5,15,135,20,221,5,20268.625,18570.653846153848,23168.0,25952.8,22134.866666666665,13313.814814814816,20965.5,12749.316742081448,20457.2
27,1,519.46,5,50,7,4,6,4,3,4,5,8,9,518.0,520.0,535.3333333333334,559.75,538.3333333333334,473.75,480.2,515.0,531.6666666666666
27,90,1449.9885057471265,1500,87,7,24,7,4,10,4,11,10,10,1065.5714285714287,1413.875,1312.0,1702.5,1325.9,2091.25,1630.2727272727273,1848.7,1071.9
27,180,2118.7608695652175,4495,138,6,30,7,4,10,15,13,43,10,1480.0,1721.4,2056.8571428571427,3717.25,2651.1,2191.266666666667,2571.4615384615386,2250.279069767442,1302.9
27,270,2931.589285714286,7081,168,6,22,7,4,10,25,13,71,10,2055.5,1872.7727272727273,3303.8571428571427,5376.0,3341.0,2925.6,3299.230769230769,3167.2676056338028,2002.6
27,360,5203.040358744394,9623,223,6,22,7,4,10,40,13,111,10,4838.0,3796.681818181818,6792.285714285715,9000.0,6433.0,4737.45,6212.384615384615,5229.45045045045,4911.9
27,450,6961.4307116104865,12057,267,6,22,7,4,10,52,13,143,10,7194.333333333333,5614.454545454545,9578.714285714286,12010.25,8912.1,6211.384615384615,8693.23076923077,6838.055944055944,7395.9
27,540,8166.767080745341,14514,322,6,22,7,4,10,69,13,181,10,9646.333333333334,6938.227272727273,12332.714285714286,14722.75,11119.7,7101.797101449275,10793.0,7930.883977900552,9694.0
27,630,9258.792349726777,16983,366,6,22,7,4,10,82,13,212,10,11765.5,8191.954545454545,14661.142857142857,17084.0,13086.2,8086.4390243902435,12646.461538461539,8917.27358490566,11812.2
27,720,11721.422802850357,19411,421,6,22,7,4,10,97,13,252,10,15606.166666666666,10887.454545454546,18719.14285714286,21328.5,16702.9,10618.38144329897,16439.153846153848,11179.968253968254,15713.7
21,1,445.94,12,50,8,9,2,3,8,5,5,5,5,444.875,495.1111111111111,335.5,328.3333333333333,471.875,396.4,460.8,466.8,446.2
21,90,1005.4032258064516,1820,62,1,14,0,2,9,13,11,12,0,465.0,711.2142857142857,0,893.0,1026.888888888889,1239.6153846153845,879.6363636363636,1257.8333333333333,0
21,180,2377.5446428571427,3415,112,1,9,0,2,9,41,13,37,0,1603.0,1357.7777777777778,0,3461.5,2609.0,2412.8048780487807,2215.3076923076924,2549.5675675675675,0
21,270,4501.50641025641,4821,156,1,9,0,2,9,64,14,57,0,4633.0,4419.111111111111,0,6891.0,5603.666666666667,4321.1875,4894.642857142857,4360.245614035088,0
21,360,4433.753554502369,6299,211,1,9,0,2,9,89,19,82,0,5807.0,5750.666666666667,0,8112.5,6879.111111111111,4293.730337078651,4717.368421052632,4000.609756097561,0
21,450,5841.674509803922,7910,255,1,9,0,2,9,109,23,102,0,8166.0,8770.222222222223,0,10625.5,9406.111111111111,5780.431192660551,6189.913043478261,5139.098039215686,0
21,540,7532.390322580645,9691,310,1,9,0,4,9,134,28,125,0,11134.0,12116.333333333334,0,7155.75,12511.333333333334,7603.589552238806,7929.357142857143,6661.856,0
21,630,8982.372881355932,11546,354,1,9,0,8,9,158,32,137,0,13719.0,15283.444444444445,0,5641.375,15299.111111111111,8975.322784810127,9573.4375,8184.058394160584,0
21,720,11351.097799511002,13895,409,1,18,0,11,14,189,37,139,0,17892.0,10784.722222222223,0,7654.454545454545,13101.142857142857,11215.037037037036,12203.45945945946,11451.776978417267,0
3,1,494.36,8,50,3,7,7,5,4,6,8,8,2,478.0,566.5714285714286,476.7142857142857,503.6,396.25,509.0,511.125,443.25,594.5
3,90,2398.6559139784945,1650,93,3,16,7,5,7,20,19,14,2,2309.6666666666665,1980.0625,2099.1428571428573,2991.0,2253.1428571428573,2523.9,2437.315789473684,2746.785714285714,1901.0
3,180,4138.101351351352,3815,148,3,16,7,5,7,49,19,40,2,4803.666666666667,3731.5625,4701.0,6100.8,4730.285714285715,3829.061224489796,5114.368421052632,3718.85,4124.5
3,270,5686.734375,5900,192,3,16,7,5,7,69,19,64,2,7267.333333333333,5950.4375,7266.857142857143,9045.4,7299.857142857143,5239.594202898551,7730.736842105263,4770.078125,6974.5
3,360,7389.291497975709,7994,247,3,16,7,5,8,97,19,90,2,10270.0,9305.75,10527.42857142857,12444.6,9302.125,6672.855670103093,10918.052631578947,6220.877777777778,10266.0
3,450,9471.735395189004,10177,291,3,16,7,5,8,121,19,110,2,13482.666666666666,12899.375,14029.857142857143,15909.0,12675.625,8638.876033057852,14403.947368421053,8037.690909090909,13576.5
3,540,11610.098265895953,12365,346,3,16,7,8,10,153,20,127,2,17624.0,17592.0,18053.571428571428,12904.25,13563.4,10559.581699346405,17790.6,10318.496062992126,17815.0
3,630,14654.041025641025,14720,390,3,18,7,12,14,182,24,128,2,22514.666666666668,21126.0,22705.85714285714,12517.083333333334,13929.142857142857,13265.692307692309,19561.5,14325.390625,22814.0
3,720,15961.155056179776,17771,445,3,32,7,12,17,214,30,128,2,26238.666666666668,15255.25,25993.428571428572,15831.25,14788.882352941177,14434.130841121496,18972.866666666665,17202.265625,26255.0
40,1,327.56,5,50,7,5,7,6,10,5,1,3,6,352.2857142857143,297.0,326.42857142857144,341.0,316.9,275.8,266.0,398.6666666666667,347.6666666666667
40,90,3534.3829787234044,1698,94,9,27,7,7,19,7,2,10,6,3449.8888888888887,3003.1481481481483,3958.285714285714,4413.142857142857,3839.5789473684213,3957.4285714285716,3986.5,3118.1,3615.0
40,180,3596.687074829932,5120,147,9,37,7,7,23,29,2,27,6,3808.4444444444443,2866.9189189189187,4452.571428571428,6421.142857142857,4319.086956521739,2911.137931034483,5660.0,3530.814814814815,3638.5
40,270,4677.539267015707,8838,191,9,38,7,10,27,49,2,43,6,5090.0,3751.684210526316,6040.571428571428,6627.6,5410.666666666667,4025.8979591836733,6994.0,4884.976744186047,4846.166666666667
40,360,5837.926829268293,12772,246,9,38,7,11,32,74,2,67,6,6708.444444444444,5609.921052631579,8072.714285714285,8658.818181818182,6673.71875,4912.540540540541,8959.0,5634.268656716418,6386.666666666667
40,450,7574.927586206896,16948,290,9,38,7,11,36,94,2,87,6,8870.888888888889,7968.815789473684,10511.42857142857,11508.818181818182,8485.166666666666,6483.425531914893,11736.5,7169.908045977011,8622.666666666666
40,540,9047.373913043479,20814,345,9,38,7,14,38,119,2,112,6,11415.111111111111,10729.052631578947,13218.0,11702.357142857143,10730.684210526315,7773.81512605042,14640.5,8275.705357142857,10922.5
40,630,10787.278350515464,25199,388,9,38,7,15,41,138,2,132,6,14053.666666666666,13600.052631578947,15967.57142857143,13783.266666666666,12680.292682926829,9425.072463768116,16990.5,9765.34090909091,13349.833333333334
40,720,12369.860045146726,29305,443,9,38,7,20,41,163,2,157,6,16932.555555555555,16939.973684210527,18994.0,13194.5,15760.390243902439,10891.907975460123,20134.0,11009.305732484076,16100.333333333334
19,1,578.52,9,50,4,6,6,6,5,1,12,5,5,475.5,731.5,507.0,564.3333333333334,574.2,621.0,606.5,566.2,521.2
19,90,803.688524590164,1774,61,0,13,2,5,6,4,20,11,0,0,519.3076923076923,242.5,597.0,889.5,1133.5,805.55,1165.6363636363637,0
19,180,3097.2616822429904,3282,107,0,7,2,5,5,12,27,49,0,0,1354.7142857142858,3384.0,4293.8,3380.0,3384.5833333333335,3170.8518518518517,3072.6326530612246,0
19,270,4992.64238410596,4869,151,0,7,2,5,5,16,27,89,0,0,1981.7142857142858,6776.0,7863.0,5931.8,5447.625,5541.0,4727.213483146067,0
19,360,6607.334951456311,6517,206,0,7,2,5,5,21,27,139,0,0,2856.4285714285716,10056.0,11349.0,8410.0,6977.714285714285,7854.851851851852,6212.920863309352,0
19,450,7689.22,8047,250,0,7,2,5,5,25,27,179,0,0,2827.285714285714,12573.0,13880.6,10055.6,8112.52,9386.962962962964,7270.536312849162,0
19,540,9557.173770491803,9642,305,0,7,2,5,5,30,27,229,0,0,3733.714285714286,16395.0,17689.2,12640.0,9974.1,11902.074074074075,9099.50655021834,0
19,630,9808.644699140401,11111,349,0,7,2,5,5,32,27,271,0,0,2920.714285714286,18122.0,19453.0,13410.4,10842.15625,12551.592592592593,9285.49446494465,0
19,720,10869.34900990099,12755,404,0,7,2,5,5,32,27,326,0,0,2803.8571428571427,20759.0,22134.8,14944.8,13389.15625,13925.555555555555,10246.10736196319,0
12,1,349.88,0,50,5,5,11,4,8,2,6,3,6,393.2,340.4,335.54545454545456,346.5,340.75,494.5,357.3333333333333,309.3333333333333,327.0
12,90,1712.159574468085,1799,94,5,22,11,4,19,5,18,4,6,912.6,1900.0454545454545,1346.4545454545455,1965.5,1902.6315789473683,1807.0,1720.5555555555557,2086.0,1234.5
12,180,1986.2086330935251,5195,139,3,29,11,4,31,16,23,17,5,1257.6666666666667,1404.103448275862,1591.0,3338.5,2006.0,2315.25,2400.304347826087,2355.1176470588234,1252.4
12,270,3263.3963414634145,8528,164,3,18,10,8,33,27,27,34,4,2084.6666666666665,2048.0,3081.1,3797.25,3259.0,3565.8518518518517,3513.185185185185,3627.5588235294117,2218.0
12,360,3354.7123287671234,11785,219,3,18,10,13,34,42,28,67,4,2508.0,2038.1666666666667,3789.6,3466.076923076923,3756.529411764706,3454.8571428571427,4052.25,3141.805970149254,2681.5
12,450,5494.06463878327,15083,263,3,18,10,17,34,53,28,96,4,5066.666666666667,3722.5555555555557,6506.3,5535.058823529412,6269.0,5498.566037735849,6589.392857142857,5146.78125,5102.5
12,540,7872.176100628931,18311,318,3,18,10,21,34,66,28,134,4,8615.0,6056.944444444444,10115.8,8053.047619047619,9591.911764705883,7747.090909090909,9766.035714285714,7120.873134328358,8282.75
12,630,9796.370165745857,21794,362,3,18,10,25,34,74,28,166,4,11433.333333333334,7813.0,13147.8,9861.88,12268.70588235294,9882.378378378378,12355.857142857143,8758.325301204819,11262.25
